Kod stacji,Nazwa stacji2,Rzeka/akwen,Status1,Stan aktualny,Czas pomiaru,Trend,Δ 1h,Δ 3h,Δ 6h,Δ 12h,Δ 06:00-06:00 UTC,Stan ostrzegawczy,Stan alarmowy,Zlewnia,Województwo,Powiat,Od/do progu ostrzegawczego,Od/do progu alarmowego,Od/do absolutnego minimum,Prognoza synoptyczna,Prognoza z modelu HD,Zjawiska lodowe,lat,lon
154210020,Prosna,Guber (5848),,106 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-3 cm,-6 cm,-4 cm,3 cm,300 cm,330 cm,Guber,warmińsko-mazurskie,kętrzyński,-194 cm,-224 cm,16 cm,-,-,-,54.2336,21.0867
153220080,Prostki,Ełk (2628),,93 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-1 cm,-2 cm,190 cm,220 cm,Ełk,warmińsko-mazurskie,ełcki,-97 cm,-127 cm,33 cm,-,93 cm (śr, 2024-10-09 06:00 UTC)91 cm (cz, 2024-10-10 06:00 UTC)90 cm (pt, 2024-10-11 06:00 UTC),-,53.7006,22.4392
154180260,Pruszcz Gdański_kanał,Kanał Raduński (48696),,183 cm,wt, 2024-10-08 18:40 UTC,,-2 cm,-25 cm,-26 cm,-28 cm,33 cm,-,-,Martwa Wisła,pomorskie,gdański,-,-,59 cm,-,-,-,54.2533,18.63
152170040,Pruśce,Wełna (186),,98 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,-1 cm,0 cm,0 cm,-,-,Wełna,wielkopolskie,obornicki,-,-,44 cm,-,-,-,52.7731,17.0983
153220140,Przechody,Ełk (2628),,205 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,2 cm,5 cm,-1 cm,330 cm,360 cm,Ełk,podlaskie,grajewski,-125 cm,-155 cm,44 cm,-,206 cm (śr, 2024-10-09 06:00 UTC)206 cm (cz, 2024-10-10 06:00 UTC)206 cm (pt, 2024-10-11 06:00 UTC),-,53.555,22.5864
150190120,Przeczyce,Przemsza (212),,59 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,100 cm,150 cm,Przemsza,śląskie,będziński,-41 cm,-91 cm,12 cm,-,-,-,50.4272,19.1778
149220190,Przemyśl,San (22),,97 cm,wt, 2024-10-08 18:40 UTC,,0 cm,-1 cm,-1 cm,-3 cm,-13 cm,380 cm,570 cm,San od Osławy do Wiaru,podkarpackie,Przemyśl,-283 cm,-473 cm,30 cm,-,94 cm (śr, 2024-10-09 06:00 UTC)89 cm (cz, 2024-10-10 06:00 UTC)86 cm (pt, 2024-10-11 06:00 UTC),-,49.7847,22.7672
154210060,Przystań,Jez. Mamry (Węgorapa) (582),,116 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,1 cm,1 cm,0 cm,160 cm,180 cm,Węgorapa,warmińsko-mazurskie,węgorzewski,-44 cm,-64 cm,33 cm,-,-,-,54.1908,21.6503
153210170,Ptaki,Pisa (264),,60 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,210 cm,240 cm,Pisa,podlaskie,kolneński,-150 cm,-180 cm,19 cm,-,-,-,53.3931,21.7922
149210150,Puławy,Wisłok (226),,99 cm,wt, 2024-10-08 18:40 UTC,,1 cm,1 cm,0 cm,0 cm,-1 cm,250 cm,300 cm,Wisłok,podkarpackie,krośnieński,-151 cm,-201 cm,8 cm,-,-,-,49.49,21.9067
151210190,Puławy-Azoty,Wisła (2),,142 cm,wt, 2024-10-08 18:50 UTC,,0 cm,2 cm,3 cm,8 cm,8 cm,450 cm,550 cm,Wisła od Sanu do Wieprza,lubelskie,puławski,-308 cm,-408 cm,69 cm,140 cm (śr, 2024-10-09 06:00 UTC)143 cm (cz, 2024-10-10 06:00 UTC)135 cm (pt, 2024-10-11 06:00 UTC),141 cm (śr, 2024-10-09 06:00 UTC)143 cm (cz, 2024-10-10 06:00 UTC)134 cm (pt, 2024-10-11 06:00 UTC),-,51.4453,21.9456
150210130,Pustków,Wisłoka (218),,92 cm,wt, 2024-10-08 18:50 UTC,,1 cm,3 cm,2 cm,-5 cm,2 cm,520 cm,720 cm,Wisłoka,podkarpackie,dębicki,-428 cm,-628 cm,5 cm,-,93 cm (śr, 2024-10-09 06:00 UTC)89 cm (cz, 2024-10-10 06:00 UTC)88 cm (pt, 2024-10-11 06:00 UTC),-,50.1433,21.465
150180170,Pyskowice,Drama (1166),,140 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,1 cm,0 cm,0 cm,-,-,Kłodnica,śląskie,gliwicki,-,-,12 cm,-,-,-,50.3864,18.5889
149190340,Rabka 2,Raba (2138),,72 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,1 cm,140 cm,180 cm,Raba,małopolskie,nowotarski,-68 cm,-108 cm,4 cm,-,-,-,49.6136,19.9489
153220240,Raczki,Netta (2622),,62 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-1 cm,-,-,Netta,podlaskie,suwalski,-,-,40 cm,-,-,-,53.9908,22.7861
150190080,Radocha,Przemsza (212),,44 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,1 cm,0 cm,0 cm,90 cm,130 cm,Przemsza,śląskie,Sosnowiec,-46 cm,-86 cm,17 cm,-,44 cm (śr, 2024-10-09 06:00 UTC)44 cm (cz, 2024-10-10 06:00 UTC)44 cm (pt, 2024-10-11 06:00 UTC),-,50.2608,19.1403
150210210,Radomyśl,San (22),,227 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,1 cm,4 cm,9 cm,460 cm,620 cm,San od Tanwi do ujścia,podkarpackie,stalowowolski,-233 cm,-393 cm,51 cm,-,225 cm (śr, 2024-10-09 06:00 UTC)218 cm (cz, 2024-10-10 06:00 UTC)213 cm (pt, 2024-10-11 06:00 UTC),-,50.6736,21.9308
149190050,Rajcza,Soła (2132),,184 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,-1 cm,-1 cm,-3 cm,290 cm,370 cm,Soła,śląskie,żywiecki,-106 cm,-186 cm,74 cm,-,-,-,49.5139,19.1164
153220200,Rajgród,Lega (2626),,66 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-1 cm,140 cm,160 cm,Lega,podlaskie,grajewski,-74 cm,-94 cm,18 cm,-,-,-,53.7306,22.7017
150210010,Raków,Czarna (2178),,112 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-1 cm,220 cm,260 cm,Czarna,świętokrzyskie,kielecki,-108 cm,-148 cm,12 cm,-,-,-,50.6761,21.0286
151210060,Rogożek,Radomka (252),,118 cm,wt, 2024-10-08 18:40 UTC,,0 cm,-1 cm,-1 cm,-1 cm,-3 cm,330 cm,380 cm,Radomka,mazowieckie,kozienicki,-212 cm,-262 cm,14 cm,-,-,-,51.6356,21.3586
151180170,Rogóźno,Widawka (182),,155 cm,wt, 2024-10-08 18:40 UTC,,-1 cm,-2 cm,-1 cm,-1 cm,0 cm,240 cm,290 cm,Widawka,łódzkie,łaski,-85 cm,-135 cm,43 cm,-,155 cm (śr, 2024-10-09 06:00 UTC)154 cm (cz, 2024-10-10 06:00 UTC)154 cm (pt, 2024-10-11 06:00 UTC),-,51.4356,18.9742
149210010,Ropa,Ropa (2182),,172 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,280 cm,370 cm,Wisłoka,małopolskie,gorlicki,-108 cm,-198 cm,31 cm,-,-,-,49.5858,21.0464
151230020,Rossosz,Muława (26714484),,84 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,-,-,Zielawa,lubelskie,bialski,-,-,2 cm,-,-,-,51.8578,23.1319
150220020,Ruda Jastkowska,Bukowa (2294),,34 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-1 cm,5 cm,160 cm,240 cm,San od Tanwi do ujścia,podkarpackie,stalowowolski,-126 cm,-206 cm,9 cm,-,-,-,50.5975,22.1397
149190160,Rudze,Wieprzówka (21348),,91 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,-1 cm,-1 cm,-4 cm,220 cm,320 cm,Skawa,małopolskie,oświęcimski,-129 cm,-229 cm,23 cm,-,-,-,49.9617,19.4425
152160120,Ryczywół,Flinta (1868),,83 cm,wt, 2024-10-08 18:50 UTC,,2 cm,2 cm,2 cm,2 cm,-1 cm,-,-,Wełna,wielkopolskie,obornicki,-,-,24 cm,-,-,-,52.8158,16.8394
150210040,Rzepin,Świślina (2348),,109 cm,wt, 2024-10-08 18:50 UTC,,-2 cm,-6 cm,4 cm,5 cm,-2 cm,400 cm,420 cm,Kamienna,świętokrzyskie,starachowicki,-291 cm,-311 cm,13 cm,-,-,-,50.9728,21.0919
150220010,Rzeszów,Wisłok (226),,44 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-7 cm,-4 cm,-7 cm,300 cm,420 cm,Wisłok,podkarpackie,Rzeszów,-256 cm,-376 cm,25 cm,-,46 cm (śr, 2024-10-09 06:00 UTC)45 cm (cz, 2024-10-10 06:00 UTC)44 cm (pt, 2024-10-11 06:00 UTC),-,50.0397,22.0156
150220070,Rzuchów,San (22),,228 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-3 cm,-,3 cm,570 cm,750 cm,San od Wisłoka do Tanwi,podkarpackie,leżajski,-342 cm,-522 cm,74 cm,-,225 cm (śr, 2024-10-09 06:00 UTC)218 cm (cz, 2024-10-10 06:00 UTC)214 cm (pt, 2024-10-11 06:00 UTC),-,50.2469,22.5019
150220040,Sarzyna,Trzebośnica (2274),,131 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-1 cm,-2 cm,260 cm,320 cm,San od Wisłoka do Tanwi,podkarpackie,leżajski,-129 cm,-189 cm,31 cm,-,-,-,50.3272,22.3475
152140110,Sądów,Pliszka (176),,73 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,1 cm,1 cm,-,-,Odra od Bobru do Warty,lubuskie,słubicki,-,-,24 cm,-,-,-,52.2194,14.8475
154210010,Sępopol,Łyna (584),,113 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,-1 cm,-2 cm,0 cm,420 cm,450 cm,Łyna,warmińsko-mazurskie,bartoszycki,-307 cm,-337 cm,106 cm,-,-,-,54.2661,21.0058
152230120,Siemianówka,Narew (26),,138 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-1 cm,0 cm,-,-,Narew do Biebrzy,podlaskie,hajnowski,-,-,55 cm,-,-,-,52.9403,23.7572
151180080,Sieradz,Warta (18),,177 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,0 cm,-1 cm,2 cm,390 cm,440 cm,Warta od Widawki do Prosny,łódzkie,sieradzki,-213 cm,-263 cm,35 cm,177 cm (śr, 2024-10-09 06:00 UTC)177 cm (cz, 2024-10-10 06:00 UTC)176 cm (pt, 2024-10-11 06:00 UTC),176 cm (śr, 2024-10-09 06:00 UTC)176 cm (cz, 2024-10-10 06:00 UTC)177 cm (pt, 2024-10-11 06:00 UTC),-,51.5994,18.7425
152190110,Sierpc,Sierpienica (27564),,22 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,-,-,Skrwa,mazowieckie,sierpecki,-,-,12 cm,-,-,-,52.8569,19.6708
154170030,Skarszów Dolny,Skotawa (4726),,206 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,0 cm,-1 cm,0 cm,-,-,Słupia,pomorskie,słupski,-,-,9 cm,-,-,-,54.365,17.1186
149190220,Skawica Dolna,Skawica (21344),,71 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,-1 cm,-1 cm,-2 cm,190 cm,240 cm,Skawa,małopolskie,suski,-119 cm,-169 cm,12 cm,-,-,-,49.6861,19.6636
149180100,Skoczów,Wisła (2),,146 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-1 cm,-2 cm,210 cm,260 cm,Wisła do Przemszy (Mała Wisła),śląskie,cieszyński,-64 cm,-114 cm,65 cm,-,-,-,49.8033,18.7917
151200110,Słowików,Radomka (252),,28 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,1 cm,-,-,Radomka,mazowieckie,radomski,-,-,26 cm,-,-,-,51.4572,20.8881
154170120,Soszyca,Słupia (472),,26 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,120 cm,140 cm,Słupia,pomorskie,bytowski,-94 cm,-114 cm,22 cm,-,-,-,54.25,17.5797
151200020,Spała,Pilica (254),,41 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-3 cm,-11 cm,19 cm,220 cm,280 cm,Pilica,łódzkie,tomaszowski,-179 cm,-239 cm,24 cm,-,43 cm (śr, 2024-10-09 06:00 UTC)43 cm (cz, 2024-10-10 06:00 UTC)43 cm (pt, 2024-10-11 06:00 UTC),-,51.5372,20.1339
153210050,Spychowo,Krutynia (264326),,46 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,-,-,Pisa,warmińsko-mazurskie,szczycieński,-,-,21 cm,-,-,-,53.6083,21.3489
150180100,Staniszcze Wielkie,Mała Panew (118),,62 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,0 cm,-2 cm,-3 cm,1 cm,230 cm,300 cm,Mała Panew,opolskie,strzelecki,-168 cm,-238 cm,31 cm,-,63 cm (śr, 2024-10-09 06:00 UTC)63 cm (cz, 2024-10-10 06:00 UTC)63 cm (pt, 2024-10-11 06:00 UTC),-,50.6633,18.3425
154160070,Stary Kraków,Wieprza (46),,189 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,1 cm,0 cm,-1 cm,460 cm,500 cm,Wieprza,zachodniopomorskie,sławieński,-271 cm,-311 cm,44 cm,-,189 cm (śr, 2024-10-09 06:00 UTC)189 cm (cz, 2024-10-10 06:00 UTC)188 cm (pt, 2024-10-11 06:00 UTC),-,54.4422,16.6064
149200220,Stary Sącz,Poprad (2142),,125 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,-1 cm,-2 cm,-3 cm,300 cm,400 cm,Poprad,małopolskie,nowosądecki,-175 cm,-275 cm,17 cm,-,-,-,49.5686,20.6597
153220130,Strękowa Góra,Narew (26),,133 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-2 cm,-2 cm,6 cm,420 cm,440 cm,Narew do Biebrzy,podlaskie,białostocki,-287 cm,-307 cm,48 cm,-,130 cm (śr, 2024-10-09 06:00 UTC)129 cm (cz, 2024-10-10 06:00 UTC)130 cm (pt, 2024-10-11 06:00 UTC),-,53.2197,22.5386
149190310,Stróża,Raba (2138),,39 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-2 cm,-3 cm,220 cm,290 cm,Raba,małopolskie,myślenicki,-181 cm,-251 cm,20 cm,-,-,-,49.7969,19.9247
150240010,Strzyżów,Bug (26714),,294 cm,wt, 2024-10-08 18:50 UTC,,1 cm,2 cm,3 cm,5 cm,14 cm,650 cm,800 cm,Bug od Huczwy do Krzny,lubelskie,hrubieszowski,-356 cm,-506 cm,120 cm,-,298 cm (śr, 2024-10-09 06:00 UTC)308 cm (cz, 2024-10-10 06:00 UTC)314 cm (pt, 2024-10-11 06:00 UTC),-,50.8394,24.0358
149220180,Stuposiany,Wołosaty (22114),,172 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-2 cm,210 cm,250 cm,San do Osławy,podkarpackie,bieszczadzki,-38 cm,-78 cm,56 cm,-,-,-,49.1856,22.6836
149190210,Sucha Beskidzka,Skawa (2134),,99 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-1 cm,-3 cm,215 cm,285 cm,Skawa,małopolskie,suski,-116 cm,-186 cm,28 cm,-,-,-,49.7394,19.6086
151190100,Sulejów-Kopalnia,Pilica (254),,150 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,1 cm,230 cm,260 cm,Pilica,łódzkie,piotrkowski,-80 cm,-110 cm,45 cm,-,151 cm (śr, 2024-10-09 06:00 UTC)151 cm (cz, 2024-10-10 06:00 UTC)151 cm (pt, 2024-10-11 06:00 UTC),-,51.3436,19.8861
152220080,Suraż,Narew (26),,121 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,1 cm,1 cm,2 cm,320 cm,340 cm,Narew do Biebrzy,podlaskie,białostocki,-199 cm,-219 cm,47 cm,-,121 cm (śr, 2024-10-09 06:00 UTC)118 cm (cz, 2024-10-10 06:00 UTC)118 cm (pt, 2024-10-11 06:00 UTC),-,52.9489,22.955
153170060,Swornegacie,Brda (292),,226 cm,wt, 2024-10-08 18:50 UTC,,1 cm,0 cm,0 cm,0 cm,0 cm,-,-,Brda,pomorskie,chojnicki,-,-,29 cm,-,-,-,53.8597,17.4983
152160080,Szamotuły,Sama (1872),,54 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,-,-,Warta od Wełny do Noteci,wielkopolskie,szamotulski,-,-,32 cm,-,-,-,52.6122,16.5814
149220020,Szczawne,Osława (222),,53 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,-1 cm,-2 cm,1 cm,140 cm,190 cm,Osława,podkarpackie,sanocki,-87 cm,-137 cm,16 cm,-,-,-,49.4036,22.1503
153210140,Szkwa,Szkwa (26518),,357 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-1 cm,-2 cm,-1 cm,460 cm,500 cm,Narew od Pisy do zb. Dębe,mazowieckie,ostrołęcki,-103 cm,-143 cm,30 cm,-,-,-,53.1803,21.6858
153230070,Sztabin,Biebrza (262),,100 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,1 cm,1 cm,270 cm,290 cm,Biebrza,podlaskie,augustowski,-170 cm,-190 cm,6 cm,-,-,-,53.6719,23.1164
153200090,Szypry,Jez. Wadąg (Wadąg) (5844),,208 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,-,-,Wadąg,warmińsko-mazurskie,olsztyński,-,-,9 cm,-,-,-,53.8356,20.5736
153190190,Tama Brodzka,Skarlanka (2876),,103 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,1 cm,1 cm,0 cm,-,-,Drwęca,kujawsko-pomorskie,brodnicki,-,-,27 cm,-,-,-,53.2817,19.4769
154180150,Tczew,Wisła (2),,283 cm,wt, 2024-10-08 18:50 UTC,,1 cm,4 cm,6 cm,11 cm,4 cm,700 cm,820 cm,Wisła od Wierzycy do ujścia,pomorskie,tczewski,-417 cm,-537 cm,117 cm,-,292 cm (śr, 2024-10-09 06:00 UTC)279 cm (cz, 2024-10-10 06:00 UTC)272 cm (pt, 2024-10-11 06:00 UTC),-,54.0872,18.8056
149220100,Terka,Solinka (22134),,86 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-1 cm,-4 cm,200 cm,260 cm,San do Osławy,podkarpackie,leski,-114 cm,-174 cm,18 cm,-,-,-,49.2997,22.4292
150200040,Tokarnia,Czarna Nida (2164),,104 cm,wt, 2024-10-08 18:50 UTC,,0 cm,2 cm,6 cm,0 cm,0 cm,240 cm,300 cm,Czarna Nida,świętokrzyskie,kielecki,-136 cm,-196 cm,16 cm,-,-,-,50.7742,20.4531
149210060,Topoliny,Ropa (2182),,52 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-1 cm,-2 cm,-4 cm,220 cm,380 cm,Wisłoka,podkarpackie,jasielski,-168 cm,-328 cm,31 cm,-,53 cm (śr, 2024-10-09 06:00 UTC)53 cm (cz, 2024-10-10 06:00 UTC)52 cm (pt, 2024-10-11 06:00 UTC),-,49.7247,21.4433
153180090,Toruń,Wisła (2),,138 cm,wt, 2024-10-08 18:40 UTC,,-5 cm,-10 cm,-9 cm,8 cm,-31 cm,530 cm,650 cm,Wisła od Drwęcy do Brdy,kujawsko-pomorskie,Toruń,-392 cm,-512 cm,48 cm,-,132 cm (śr, 2024-10-09 06:00 UTC)132 cm (cz, 2024-10-10 06:00 UTC)139 cm (pt, 2024-10-11 06:00 UTC),-,53.0078,18.6075
150220080,Tryńcza,Wisłok (226),,187 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-6 cm,-10 cm,540 cm,720 cm,Wisłok,podkarpackie,przeworski,-353 cm,-533 cm,23 cm,-,196 cm (śr, 2024-10-09 06:00 UTC)186 cm (cz, 2024-10-10 06:00 UTC)184 cm (pt, 2024-10-11 06:00 UTC),-,50.1622,22.5472
152200020,Trzciniec,Wkra (268),,167 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-2 cm,-3 cm,-4 cm,6 cm,280 cm,330 cm,Wkra,mazowieckie,mławski,-113 cm,-163 cm,56 cm,-,-,-,52.9306,20.1719
154150010,Trzebiatów,Rega (42),,139 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,1 cm,1 cm,-2 cm,350 cm,370 cm,Rega,zachodniopomorskie,gryficki,-211 cm,-231 cm,49 cm,-,137 cm (śr, 2024-10-09 06:00 UTC)135 cm (cz, 2024-10-10 06:00 UTC)133 cm (pt, 2024-10-11 06:00 UTC),-,54.0633,15.2608
149200150,Tylmanowa,Ochotnica (2141976),,123 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,-1 cm,-1 cm,-1 cm,200 cm,250 cm,Dunajec do Popradu,małopolskie,nowotarski,-77 cm,-127 cm,22 cm,-,-,-,49.5172,20.3869
149190040,Ujsoły,Woda Ujsolska (21322),,61 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-1 cm,-1 cm,-2 cm,270 cm,320 cm,Soła,śląskie,żywiecki,-209 cm,-259 cm,8 cm,-,-,-,49.4925,19.1172
149180110,Ustroń-Obłaziec,Wisła (2),,118 cm,wt, 2024-10-08 18:50 UTC,,-,0 cm,0 cm,-,-1 cm,180 cm,230 cm,Wisła do Przemszy (Mała Wisła),śląskie,cieszyński,-62 cm,-112 cm,38 cm,-,-,-,49.6806,18.8503
149210190,Uście Gorlickie,Ropa (2182),,155 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-2 cm,230 cm,280 cm,Wisłoka,małopolskie,gorlicki,-75 cm,-125 cm,25 cm,-,-,-,49.5197,21.1408
149210200,Uście Gorlickie-Zdynia,Zdynia (218218),,381 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-1 cm,-2 cm,550 cm,600 cm,Wisłoka,małopolskie,gorlicki,-169 cm,-219 cm,13 cm,-,-,-,49.5175,21.1436
153210120,Walery,Rozoga (2652),,151 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-1 cm,0 cm,300 cm,340 cm,Narew od Pisy do zb. Dębe,mazowieckie,ostrołęcki,-149 cm,-189 cm,28 cm,-,-,-,53.1472,21.6194
152210170,Warszawa-Bulwary,Wisła (2),,58 cm,wt, 2024-10-08 18:50 UTC,,1 cm,1 cm,2 cm,3 cm,4 cm,600 cm,650 cm,Wisła od Wieprza do Narwi,mazowieckie,Warszawa,-542 cm,-592 cm,32 cm,62 cm (śr, 2024-10-09 06:00 UTC)73 cm (cz, 2024-10-10 06:00 UTC)78 cm (pt, 2024-10-11 06:00 UTC),61 cm (śr, 2024-10-09 06:00 UTC)73 cm (cz, 2024-10-10 06:00 UTC)76 cm (pt, 2024-10-11 06:00 UTC),-,52.2472,21.0208
152210040,Warszawa-Nadwilanówka,Wisła (2),,99 cm,wt, 2024-10-08 18:50 UTC,,1 cm,1 cm,2 cm,3 cm,5 cm,750 cm,800 cm,Wisła od Wieprza do Narwi,mazowieckie,Warszawa,-651 cm,-701 cm,31 cm,-,103 cm (śr, 2024-10-09 06:00 UTC)116 cm (cz, 2024-10-10 06:00 UTC)119 cm (pt, 2024-10-11 06:00 UTC),-,52.1861,21.1081
154180050,Warszkowski Młyn,Piaśnica (4772),,28 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,-,-,Przymorze od Wieprzy do Martwej Wisły,pomorskie,pucki,-,-,12 cm,-,-,-,54.6917,18.1531
151210010,Wąchock,Kamienna (234),,28 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,1 cm,1 cm,1 cm,140 cm,190 cm,Kamienna,świętokrzyskie,starachowicki,-112 cm,-162 cm,26 cm,-,28 cm (śr, 2024-10-09 06:00 UTC)28 cm (cz, 2024-10-10 06:00 UTC)28 cm (pt, 2024-10-11 06:00 UTC),-,51.0758,21.0189
151200060,Wąsosz-Stara Wieś,Czarna (2544),,156 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,-,-,Pilica,świętokrzyskie,konecki,-,-,9 cm,-,-,-,51.1331,20.4736
151200070,Wąsosz-Stara Wieś,Krasna (25442),,148 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-1 cm,-1 cm,-,-,Pilica,świętokrzyskie,konecki,-,-,27 cm,-,-,-,51.1292,20.4756
154180080,Wejherowo,Reda (478),,59 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,-1 cm,-2 cm,0 cm,130 cm,160 cm,Przymorze od Wieprzy do Martwej Wisły,pomorskie,wejherowski,-71 cm,-101 cm,52 cm,-,-,-,54.6133,18.225
152170030,Wierzenica,Główna (18592),,105 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,0 cm,1 cm,-,-,Warta od Prosny do Wełny,wielkopolskie,poznański,-,-,21 cm,-,-,-,52.4589,17.0714
153160110,Wiesiółka,Dobrzyca (188659948),,76 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,0 cm,0 cm,0 cm,-,-,Piława,zachodniopomorskie,wałecki,-,-,35 cm,-,-,-,53.2717,16.6122
150160210,Wilkanów,Wilczka (1212),,79 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-1 cm,-,140 cm,160 cm,Nysa Kłodzka,dolnośląskie,kłodzki,-61 cm,-81 cm,46 cm,-,-,-,50.2653,16.6622
149180140,Wisła,Wisła (2),,99 cm,wt, 2024-10-08 18:50 UTC,,1 cm,1 cm,1 cm,0 cm,0 cm,150 cm,180 cm,Wisła do Przemszy (Mała Wisła),śląskie,cieszyński,-51 cm,-81 cm,9 cm,-,-,-,49.6319,18.9008
149180160,Wisła-Czarne,Wisła (2),,60 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-,100 cm,120 cm,Wisła do Przemszy (Mała Wisła),śląskie,cieszyński,-40 cm,-60 cm,6 cm,-,-,-,49.6189,18.9186
149180180,Wisła-Czarne (Biała Wisełka),Biała Wisełka (2111152),,56 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-1 cm,90 cm,110 cm,Wisła do Przemszy (Mała Wisła),śląskie,cieszyński,-34 cm,-54 cm,6 cm,-,-,-,49.6181,18.9356
149180200,Wisła-Czarne (Czarna Wisełka),Wisła (2),,77 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,-1 cm,-1 cm,-2 cm,120 cm,170 cm,Wisła do Przemszy (Mała Wisła),śląskie,cieszyński,-43 cm,-93 cm,8 cm,-,-,-,49.6075,18.9261
